humanLabel,genderLabel,label
Lenka Kadlecová,female,teacher
Karl Hauskrecht,male,teacher
Hermann Klebek,male,teacher
František Urban,male,teacher
Q132251334,male,teacher
"Diana, Princess of Wales",female,teacher
Tiina Nopola,female,teacher
Ruth Dirx,female,teacher
Henriëtte Pimentel,female,teacher
Alice Creswick,female,teacher
Luis Posada,male,teacher
Inger Lise Hegge,female,teacher
Jarmila Doležalová,female,teacher
Svitlana Talan,female,teacher
Ellinor Gertrude Walker,female,teacher
Heather Gell,female,teacher
Mary Valentine Gutteridge,female,teacher
Isa Strasser,female,teacher
Choi Sun-sil,female,teacher
Rose Hirsch,female,teacher
Beate Maly,female,teacher
Nina Mav Hrovat,female,teacher
Magdeleine Lerasle,female,teacher
Rebecca Few-Brown,female,teacher
Nancy Guilbert,female,teacher
Lydie Franka Bartošová,female,teacher
Lucie Pazderová,female,teacher
Pavla Petrů-Kicková,female,teacher
Milada Přikrylová,female,teacher
Iva Tomášková,female,teacher
Milena Grenfell-Baines,female,teacher
Žaneta Křížová,female,teacher
Emílie Gudrichová,female,teacher
Lenka Špirochová,female,teacher
Pavla Šarochová,female,teacher
Sylva Siničáková,female,teacher
Marie Kynčlová,female,teacher
Hana H. Vatalová,female,teacher
Hana Voščeková,female,teacher
Sára Hardtová,female,teacher
Marie Havlíková,female,teacher
Wladislawa Karolewska,female,teacher
Zuzana Holčíková,female,teacher
Renata Kupčová,female,teacher
Lea Fulshtinsky,female,teacher
Emilie Cichrová,female,teacher
Sylvia Lieber,female,teacher
Tyyne Niemi,female,teacher
Renata Kolibová,female,teacher
Diana Ohman,female,teacher
Petra Jílková,female,teacher
Libuše Drahovzalová,female,teacher
Genia Storch,female,teacher
Miriam Brik Nekrycz,female,teacher
Britini D'Angelo,female,teacher
Kateřina Přechová,female,teacher
Olga Skavara,female,teacher
Otylia Grot,female,teacher
Lenka Holubová,female,teacher
Monika Chalupová,female,teacher
Fiet Koster,female,teacher
Maria Hauser,female,teacher
Magda Hellinger,female,teacher
Marta Lejdarová,female,teacher
Jana Čapková,female,teacher
Jiřina Voltrová,female,teacher
Marie Nečasová,female,teacher
Eva Němcová,female,teacher
Dagmar Krupová,female,teacher
Marie Rejfová,female,teacher
Claudia Veiter,female,teacher
Šárka Svobodová,female,teacher
Michaela Vincourová,female,teacher
Jana Baumgartlová,female,teacher
Julie Powers,female,teacher
Marcela Kotová,female,teacher
Irina Mohr,female,teacher
Lenka Jakešová,female,teacher
Markéta Fišerová,female,teacher
Vlasta Šimková,female,teacher
Martina Pospíšilová,female,teacher
Petra Tomášková,female,teacher
Hana Nováková,female,teacher
Vlasta Hillebrandová,female,teacher
Silke Rose West,female,teacher
Klára Machová,female,teacher
Jitka Zlukyová,female,teacher
Naima Browne,female,teacher
Barbora Tybitanclová,female,teacher
Alexandra Kostaki,female,teacher
Natalija Planinc,female,teacher
Inez Meter,female,teacher
Zdeňka Šíp Staňková,female,teacher
Maria Nollomont,female,teacher
Hortense Hamendt,female,teacher
Justine Van Geel,female,teacher
Petra Horváthová,female,teacher
Milena Šircová,female,teacher
Alena Burešová,female,teacher
Louise Sidonie Vervaet,female,teacher
Andrea Kořínková,female,teacher
Tova Chachami,female,teacher
Paul Schwieger,male,teacher
Paul Faure,male,teacher
Russ Feingold,male,teacher
Chesley Sullenberger,male,teacher
Móric Friedmann,male,teacher
Imre Harangozó,male,teacher
István Jelenits,male,teacher
Dietrich Bangert,male,teacher
Eckhart Marggraf,male,teacher
Pierre Christin,male,teacher
Isaac Asher Francolm,male,teacher
Theodolinde Katzenmaier,female,teacher
Jules Emongo Lomomba,male,teacher
Thierry Garcin,male,teacher
Erdenechimeg Luvsannorov,female,teacher
Gustavo de Arístegui,male,teacher
Abraham Schmiedl,male,teacher
Jane Hamilton,female,teacher
Alois Adlof,male,teacher
Minoru Hara,male,teacher
Alfréd Lombos,male,teacher
Amir Hetsroni,male,teacher
László Remete,male,teacher
Suran Goonatilake,male,teacher
Jakob Voss,male,teacher
Immanuel Heinrich Ritter,male,teacher
Gerson Wolf,male,teacher
Benjamin Cohen,male,teacher
Eero Holopainen,male,teacher
Gerhard Reifferscheid,male,teacher
Gyula Bartalos,male,teacher
Varga László,male,teacher
Markus Perola,male,teacher
Heinrich Suso Waldeck,male,teacher
Douglas Worsnop,male,teacher
Otto Leisegang,male,teacher
Orlando Gutiérrez Boronat,male,teacher
Šimon Adler,male,teacher
Arkady V. Krasheninnikov,male,teacher
Vladimír Míčan,male,teacher
Jaroš Nechanický,male,teacher
Jan Oliva,male,teacher
Jaroslav Opočenský,male,teacher
Václav Pokorný,male,teacher
Emil Pospíšil,male,teacher
Vilém Serbus,male,teacher
Josef Šťastný,male,teacher
Josef Štulc,male,teacher
Alois Valenta,male,teacher
Nancy Hubbard,female,teacher
David Elsweiler,male,teacher
August Carlblom,male,teacher
Johannes Martius,male,teacher
Helmut Steigelmann,male,teacher
Paula Dahm,female,teacher
Bernhard Freiherr von Rechenberg,male,teacher
Ludwig Conrady,male,teacher
Abraham Markus Stengel,male,teacher
Johann Jakob Mezger,male,teacher
Philipp Mayr,male,teacher
Michael Färber,male,teacher
Peter Morée,male,teacher
Raimund Jungbauer,male,teacher
Felix Psensky,male,teacher
Wilhelm Reckenthäler,male,teacher
Leopold Stern,male,teacher
Jonathan Anomaly,male,teacher
Gerd Neuhaus,male,teacher
Matthias Bahr,male,teacher
Serafim,male,teacher
Laura Rosenberger,female,teacher
Rainer Brummer,male,teacher
Oliver Arnhold,male,teacher
František Blahoslav Kučera,male,teacher
Pablo Simón,male,teacher
Ernst Merz,male,teacher
Giulio Osto,male,teacher
Emilio Franzina,male,teacher
Gustav Zart,male,teacher
Wilhelm Hotzelt,male,teacher
Franz Hermann Czech,male,teacher
D. L. Miller,male,teacher
Eduard Trummer,male,teacher
Hubert von Lassaulx,male,teacher
Eduard Sperber,male,teacher
Prof. Sisir Kumar Sarkar,male,teacher
Michelle Yi-Ching Wang,female,teacher
William Thomas Hogan,male,teacher
Peter Bonfig,male,teacher
Jason Handrinos,male,teacher
Ari Väänänen,male,teacher
