humanLabel,genderLabel,label
Terri Goss Kinzy,female,ceo
Wendy Wintersteen,female,ceo
Vivian Wilson Henderson,male,ceo
Ann Ida Gannon,female,ceo
Kathy E. Johnson,female,ceo
Shih Chao-yung,male,ceo
Arnold Bennett Hall,male,ceo
Neeli Bendapudi,female,ceo
Alonzo G. Morón,male,ceo
John Ettling,male,ceo
Robert D. Leigh,male,ceo
James H. McCrocklin,male,ceo
Charles C. McCracken,male,ceo
Bernd Kriegesmann,male,ceo
Stephen G. Wells,male,ceo
George Washington Flint,male,ceo
Q61062865,male,ceo
Carmen de Luna,female,ceo
Robert Howe Fletcher,male,ceo
Robert Lepenies,male,ceo
Suresh Garimella,male,ceo
Reuben Smith,male,ceo
Gaudence Mushimiyimana,female,ceo
Freda Hyams Nicholson,female,ceo
Barbara Evans Markuson,female,ceo
Ana Casino,female,ceo
Mary Beth Gentry,female,ceo
Q106775560,male,ceo
Nancy Hom,female,ceo
Arlene Lampert,female,ceo
Amie Williams,female,ceo
Emelita Luisi,female,ceo
Olivier Guillet,male,ceo
Christine Baldy Ngayo,female,ceo
Mojoyi Oluwa Dekalu-Thomas,male,ceo
Chinedum Olisakwe-Lawrence,male,ceo
Folashodun Adebisi Shonubi,male,ceo
Vanessa Reksodipoetro,female,ceo
Rocco Pacchioni,male,ceo
Eric Haddad,male,ceo
Deji Hughes,male,ceo
Sarah Rita Kattan,female,ceo
Andrea C. James,female,ceo
Viviane Lapointe,female,ceo
Adis Simidzija,male,ceo
Betty Fiechter,female,ceo
Ayodele John Alonge,male,ceo
Charles Brownstein,male,ceo
Lukas Straumann,male,ceo
Anna Albar Perxés,female,ceo
Sini Pasanen,female,ceo
Augusto Jesús Undurraga Bulnes,male,ceo
Damar Juniarto,male,ceo
Noor Al Malki Al Jehani,female,ceo
Leonard Podolak,male,ceo
Sirkka Jendis,female,ceo
Mbabani Allan,male,ceo
Linda Behnken,female,ceo
Q111457967,male,ceo
Sami Järvilä,male,ceo
Simon Henry,male,ceo
Mike Wing,male,ceo
Jan Stepanek,male,ceo
Ascen Cruchaga Lasa,female,ceo
Cynthia Uline,female,ceo
Steven Huff,male,ceo
Sisi Wei,female,ceo
Bill Ulfelder,male,ceo
Gift Trapence,male,ceo
Rita K. Severi,female,ceo
Katrina Todd,female,ceo
Amit Paley,male,ceo
Jetta Huttunen,female,ceo
Natalie Molostwoff,female,ceo
AbdulMajeed Melhem,male,ceo
Victor Tran,male,ceo
Tony Farley,male,ceo
Alexander Buck,male,ceo
Jane E. Smith,female,ceo
Cindy Kelemi,female,ceo
Matt Kuntz,male,ceo
Betty Tatham,female,ceo
Bronia Jenkins,female,ceo
Sandra Aceng,female,ceo
Patricia Munabi,female,ceo
Vic Pirihi,male,ceo
Augustine Onwumere,male,ceo
Mandas Marikanda (Dr.),female,ceo
Caitríona Heinl,female,ceo
Sibongile Moyo,female,ceo
Hayford Siaw,male,ceo
Anna Gainey,female,ceo
Rose Nhamo,female,ceo
Q120279249,male,ceo
Terry Liddick,male,ceo
Ashley Carrick,female,ceo
Sibylle Le Maire,female,ceo
Emily Pinckney,female,ceo
Forough Amin,female,ceo
Oulie Keita,female,ceo
Charles D. Cremeans,male,ceo
OSI OGBU,male,ceo
Philip Ayamba,male,ceo
Kay L Booth,female,ceo
Janice E Kelly,female,ceo
Henriette Litta,female,ceo
Libor Střecha,male,ceo
