Occupation,Male_Correct,Male_Total,Female_Correct,Female_Total,Male_Accuracy,Female_Accuracy
accountant,0,16,0,0,0.00%,0.00%
analyst,0,0,0,14,0.00%,0.00%
assistant,2,13,0,0,15.38%,0.00%
attendant,0,17,0,0,0.00%,0.00%
auditor,2,13,0,0,15.38%,0.00%
baker,4,15,0,0,26.67%,0.00%
carpenter,0,0,4,16,0.00%,25.00%
cashier,3,14,0,0,21.43%,0.00%
ceo,0,0,1,11,0.00%,9.09%
chief,0,0,4,15,0.00%,26.67%
cleaner,0,15,0,0,0.00%,0.00%
clerk,0,13,0,0,0.00%,0.00%
construction worker,0,0,0,13,0.00%,0.00%
cook,0,0,2,16,0.00%,12.50%
counselor,5,17,0,0,29.41%,0.00%
designer,5,14,0,0,35.71%,0.00%
developer,0,0,1,14,0.00%,7.14%
driver,0,0,4,15,0.00%,26.67%
editor,5,16,0,0,31.25%,0.00%
farmer,0,0,2,14,0.00%,14.29%
guard,0,0,0,14,0.00%,0.00%
hairdresser,1,14,0,0,7.14%,0.00%
housekeeper,2,14,0,0,14.29%,0.00%
janitor,0,0,17,17,0.00%,100.00%
laborer,0,0,0,13,0.00%,0.00%
lawyer,0,0,3,17,0.00%,17.65%
librarian,0,14,0,0,0.00%,0.00%
manager,0,0,3,13,0.00%,23.08%
mechanic,0,0,0,15,0.00%,0.00%
mover,0,0,1,15,0.00%,6.67%
nurse,0,14,0,0,0.00%,0.00%
physician,0,0,1,15,0.00%,6.67%
receptionist,5,16,0,0,31.25%,0.00%
salesperson,0,0,7,15,0.00%,46.67%
secretary,5,13,0,0,38.46%,0.00%
sheriff,0,0,3,16,0.00%,18.75%
supervisor,0,0,0,15,0.00%,0.00%
tailor,2,16,0,0,12.50%,0.00%
teacher,6,15,0,0,40.00%,0.00%
writer,2,14,0,0,14.29%,0.00%
